p10,median,p90
6400.008,8872.093,11087.229
6379.16,9065.783,11574.37
3347.8562,6274.6016,9129.986
-3773.793,-1160.1147,1495.4307
4194.2373,7980.8975,10909.75
3707.6377,6659.1987,9158.271
3256.263,5874.14,8133.2266
3704.6685,6254.2256,8439.941
3747.0366,6400.305,8719.302
3182.4602,6068.4004,8638.737
-1878.5059,540.8872,3226.735
7238.7876,10784.922,14359.781
6057.988,9717.693,13170.983
4424.3477,8049.3174,11655.055
4429.0244,8032.206,11362.008
5117.1465,8699.101,11974.711
2927.8958,5940.115,8872.527
-3129.3135,-478.32178,1984.002
5158.7705,8585.313,11422.139
2961.6567,6111.9995,8965.301
3394.7048,6246.6807,8703.584
4296.5273,7106.8315,9293.43
4422.8594,7120.3247,9312.994
3606.548,6110.0723,8386.485
-1855.3428,21.453125,2001.523
7449.3394,10283.097,13189.708
6381.7485,9508.341,12666.646
5255.4688,8897.863,12344.59
4967.1216,8568.91,12077.45
5556.707,9054.417,12119.952
