p10,median,p90
6184.0635,7079.5703,7979.6836
6271.8086,7235.0166,8159.2334
2266.929,3129.8176,4031.0771
-830.85986,57.5791,977.7732
4239.3022,5150.7812,6023.1006
3988.318,4793.9795,5636.6675
4089.822,4882.5635,5747.9385
2999.3252,3884.665,4678.018
3324.8503,4155.83,4980.191
2618.526,3457.4482,4285.652
-426.25635,320.28223,1177.1243
7146.917,8095.2397,8996.35
6633.0933,7572.705,8541.007
6435.857,7416.3477,8348.665
5109.0303,6005.353,6997.0938
5640.4775,6535.893,7494.1514
2209.851,3042.2183,3895.258
-449.26172,374.02832,1186.5256
4282.875,5085.0747,5866.4966
3950.8755,4709.567,5439.9224
3792.909,4574.841,5326.148
3091.4297,3882.585,4583.862
3380.0308,4177.4624,4954.5
2839.3628,3668.2505,4416.512
-558.0659,143.17041,909.23535
7715.5576,8697.407,9625.167
7322.2744,8314.371,9263.555
7017.1436,7971.1646,8943.924
5916.7256,6969.716,7970.5645
6156.155,7311.2207,8392.318
