p10,median,p90
2917.7332,3419.0808,3968.3635
3353.3923,3906.9863,4516.8745
3396.5337,3929.8303,4517.1055
-541.8745,-110.01294,385.25366
2209.4814,2751.0059,3271.1672
1990.2506,2503.9128,2960.0942
1932.8907,2450.9285,2956.426
1691.1349,2265.7712,2785.4668
2501.741,3028.2349,3540.247
3286.0557,3812.1255,4382.894
-309.0735,76.37891,542.62744
2993.861,3527.4048,4082.3206
2941.9583,3465.8745,4013.233
2728.7466,3283.6335,3865.5974
2540.1816,3102.8838,3709.0918
3192.8862,3751.1128,4404.326
3247.2136,3778.1294,4341.321
-337.2268,107.79834,600.4712
1950.7628,2471.6074,2970.8484
1769.6267,2314.3726,2854.5386
1595.8241,2117.6807,2652.0903
1667.8688,2183.4263,2698.8933
2182.8074,2724.0059,3316.3345
3106.7861,3704.1982,4378.417
-473.94214,-96.02661,434.47266
3099.2424,3749.79,4546.964
2955.6924,3617.7136,4428.963
2887.442,3627.3047,4500.931
2902.83,3729.5833,4699.9673
3273.537,4191.208,5248.6724
