p10,median,p90
6509.989,7617.8237,8762.065
6188.666,7336.207,8479.117
1599.3298,2613.275,3667.5806
-1144.9502,-244.8457,757.2041
5317.168,6415.808,7614.294
4747.105,5671.7686,6693.917
4364.3843,5270.6094,6329.4194
4467.845,5373.427,6379.8477
4374.3477,5327.8623,6353.2026
2260.839,3196.2236,4190.9746
-430.3838,366.45508,1347.8792
7542.2354,8875.182,10317.621
6442.9565,7741.1245,9134.266
5755.346,7129.551,8580.584
4716.3564,6106.1904,7523.754
5117.1523,6587.172,7990.724
1168.7708,2092.7625,3099.314
-917.4824,-53.98242,906.3657
4929.254,6066.337,7238.8125
4136.89,5345.007,6560.043
3471.2393,4605.841,5753.4507
3839.2856,4860.2944,5894.28
3757.5024,4838.32,5926.207
2049.3213,3000.772,4062.4304
-794.69385,44.992188,1005.7024
7381.128,8876.184,10542.184
5993.5527,7565.4375,9313.664
5484.8745,7080.714,8784.566
5315.3047,6925.873,8511.488
5375.433,7059.0537,8662.731
