p10,median,p90
2036.3735,4023.2505,5808.9805
9053.977,10817.712,13146.639
7463.648,8968.199,10754.156
7727.482,9276.493,11127.79
6681.1147,8232.813,10060.199
6974.2007,8521.515,10271.014
6680.0386,8114.4355,9759.106
2893.1665,4616.1816,6343.5176
7185.9575,8696.747,10433.947
6270.43,7894.7617,9722.304
5727.453,7495.2676,9487.168
1580.0186,3769.2424,6069.0186
6725.2803,8382.056,10311.82
6833.3564,8427.191,10372.976
3008.7188,4736.8047,6533.3438
8084.5356,9626.805,11654.738
7031.1206,8480.944,10144.365
7778.6973,9197.548,10840.338
7712.143,9189.805,10860.486
7353.2173,8824.614,10550.523
7881.2617,9514.173,11581.479
2099.877,4312.404,6574.7715
1608.1616,4238.793,6884.197
7311.52,9504.3955,12071.014
4938.8525,6914.3496,9024.286
6703.864,8575.756,10665.472
5662.3857,7559.2393,9552.546
8501.4,10514.451,12905.363
2357.0122,4503.8813,6551.079
9926.032,12102.538,14498.035
7519.6733,9104.45,10948.588
7808.2964,9250.282,10962.494
7187.696,8830.211,10869.684
7216.7207,8778.781,10658.574
6795.9673,8221.707,9981.21
3037.7095,4659.8594,6427.9697
6558.786,7959.0146,9690.607
5697.1284,7089.058,8714.496
5549.9995,6911.149,8507.94
5677.1943,7123.331,8754.289
5844.774,7148.9697,8704.899
7127.4785,8476.663,10211.325
2308.4707,3974.122,5747.461
8414.685,10181.987,12526.727
6888.2886,8383.229,10248.498
7548.369,8979.087,10923.305
6974.913,8403.689,10170.52
7017.147,8527.398,10328.324
6467.655,7782.8516,9290.468
3150.4893,4799.6797,6306.0186
5713.344,7120.7217,8605.662
5440.2256,6843.025,8404.233
4558.731,6057.2695,7593.6987
5672.0083,7100.913,8708.385
5376.3125,6858.374,8473.822
7692.0483,9349.579,11388.761
2981.2275,4774.906,6579.3833
9423.984,11672.391,14318.375
7451.358,9190.385,11410.283
8118.5195,9901.717,12035.735
7663.7812,9237.122,11158.923
8088.883,9722.848,11587.809
6744.772,8188.874,9922.393
2812.6235,4553.9453,6444.294
6404.4727,7913.019,9640.539
5996.669,7494.902,9165.786
5016.2744,6467.746,8093.4316
5569.9575,7054.117,8834.478
5450.5435,7037.0327,8761.956
6975.277,8413.958,10183.088
2642.3354,4303.1016,6078.8022
8242.435,9833.354,12107.898
6686.252,8191.031,10015.136
6888.1587,8262.312,10024.289
6484.8096,7964.6216,9731.043
7260.1553,8728.502,10612.611
5972.467,7388.294,9058.284
3138.732,4780.0938,6375.7295
6120.4697,7574.3643,9226.61
5459.491,6955.6245,8611.212
5084.374,6465.917,7889.664
5468.874,6812.993,8208.002
5491.508,6848.213,8231.856
6938.8574,8424.69,10124.472
2440.502,4081.2917,5719.9644
8981.787,10909.785,13156.764
7646.153,9371.891,11571.295
8038.618,9898.001,12348.008
7664.0825,9550.249,11880.568
7781.5615,9605.145,11959.914
