p10,median,p90
14043.897,16399.965,18896.969
14831.839,17355.83,20116.662
11699.905,14000.2705,16516.02
-1493.9883,287.26367,2513.1133
10781.371,13179.232,15722.497
10434.653,12611.944,15129.852
10322.652,12551.68,15184.31
8267.061,10887.434,13521.829
9458.655,11832.364,14352.93
12067.857,14555.385,17387.273
-1093.4443,672.3613,3156.0508
16402.799,19381.59,23091.719
15452.8125,18642.549,22238.0
14555.453,18023.932,22014.004
10502.798,14187.796,18438.63
17587.041,21404.79,26715.88
13767.557,18579.438,24068.61
1817.5098,4609.3374,7993.488
14372.662,18952.111,24521.697
13588.999,18319.977,23826.164
13230.236,17950.594,23581.152
11692.314,16337.323,21658.361
13236.023,18140.299,24003.312
14450.678,19546.527,26363.197
1772.5586,4540.7153,9331.51
18564.215,25040.04,35388.363
17001.104,23315.037,33451.953
15129.945,22309.775,32265.559
13639.496,21441.94,32002.143
14946.61,22032.451,33226.72
