p10,median,p90
3140.5747,3791.7944,4447.6426
3235.8093,3904.3784,4611.6504
1553.7063,2176.5815,2795.5352
-739.7683,-126.01416,515.3323
2729.2864,3397.024,4103.964
2610.9292,3233.1497,3903.852
2353.1597,2973.0125,3647.5095
2186.2915,2820.2402,3489.508
2379.6138,2986.9343,3633.2795
1862.738,2523.4731,3146.086
-418.54956,105.36035,728.48
3729.769,4420.3584,5223.908
3560.8018,4285.157,5027.7373
3197.0566,3898.9736,4636.088
2870.769,3559.8147,4300.4434
3041.1096,3744.7085,4496.563
1563.6106,2193.6707,2826.0938
-484.89282,90.73999,689.9524
2746.4023,3362.7673,4031.2603
2614.9172,3247.8032,3914.6257
2299.2659,2900.1807,3545.0017
2278.4556,2871.8042,3510.16
2305.9297,2919.1504,3573.7334
1785.3391,2459.5283,3101.7456
-551.60474,-39.64966,539.51245
3816.088,4659.0327,5574.5493
3606.2385,4440.8477,5368.8457
3132.4841,3937.8418,4834.335
3107.097,3921.289,4803.6587
3163.0354,4012.6401,4877.8003
