p10,median,p90
6936.9546,7702.8975,8638.411
7484.2197,8362.425,9445.336
6006.057,6863.655,7811.8057
-674.96094,24.311523,1008.9878
5742.5093,6569.415,7508.3237
5344.366,6125.7495,7000.1455
5611.7383,6380.667,7325.9834
5413.789,6224.7773,7295.554
6096.1753,6847.0005,7794.0137
6568.307,7373.623,8452.133
-225.22754,431.89844,1620.6299
7789.3403,8774.204,10305.812
6980.8813,7933.0615,9426.508
7058.771,8056.5215,9662.26
6089.439,7254.4946,9078.005
8324.466,9394.931,11639.691
6667.838,8109.8594,10637.876
841.8423,1741.1313,3690.6272
7083.0063,8425.289,11355.551
6478.3804,7967.2046,10910.893
6378.0845,7865.077,10882.285
6535.734,7975.8096,11094.77
7082.882,8527.65,12050.225
7060.2764,8557.722,12593.3125
833.68066,1692.459,4618.28
8597.548,10549.971,16922.377
7563.5376,9501.792,14913.981
7172.2217,9365.801,15334.447
6991.2275,9430.442,15641.086
7643.163,9812.325,17198.857
