p10,median,p90
5487.1245,7933.9775,10295.9
6165.565,8805.314,11426.49
2209.5361,4878.3145,7607.1987
-3102.3594,-712.4321,1686.3076
5282.658,7968.172,10560.358
4580.758,7088.285,9370.019
2596.4216,4895.819,7127.991
3097.0383,5384.4004,7556.636
3171.7075,5441.8486,7667.3213
2098.9329,4478.6196,6817.0664
-1496.563,713.9673,2997.4941
6017.0054,8675.498,11275.008
5770.7007,8403.397,10835.099
3613.4753,6223.292,8638.525
3927.7798,6564.2363,8960.768
5172.2705,7830.8496,10300.598
2647.139,5163.317,7707.249
-2623.6846,-252.0669,1910.7944
5692.207,8692.14,11469.279
4563.448,7348.865,9857.424
2882.927,5370.935,7644.3804
3301.9392,5689.616,7927.915
3794.5132,6270.315,8492.878
2309.7798,4597.8,6769.06
-1823.6831,207.70605,2480.034
6563.3965,9185.919,11869.683
5585.683,8490.791,11441.266
4452.3223,7555.244,10510.333
4401.7144,7401.3745,10175.4375
5011.161,8019.139,10776.68
