p10,median,p90
4757.1553,6273.055,8072.552
5027.699,6586.956,8397.927
3917.8289,5391.4897,6983.6357
-1985.4346,-734.78125,672.40137
4625.971,6075.1357,7649.307
4127.6484,5464.007,6950.374
3908.144,5221.2847,6716.5405
3847.3906,5161.569,6720.314
4820.667,6153.628,7772.6436
4535.8813,5812.239,7359.8574
-422.25195,579.18115,1940.242
5647.332,7204.9775,9203.165
5226.2095,6771.8213,8684.255
4294.4023,5840.696,7695.007
4058.4802,5627.9316,7370.7617
4577.6826,6202.6445,8028.074
3521.079,4943.0254,6441.86
-1860.5396,-569.49316,703.4121
4553.801,6007.027,7592.279
3891.1443,5385.1724,6961.609
3542.7654,4922.003,6438.481
3949.3467,5337.5527,6859.9683
4714.729,6148.2266,7718.123
4267.595,5775.1255,7429.325
-563.2241,505.84912,1755.9937
5699.938,7574.745,9874.879
5302.295,7191.9233,9458.811
4532.427,6459.075,8682.696
4449.75,6290.8066,8416.848
4767.966,6692.985,8730.693
