p10,median,p90
8586.262,9696.168,11338.854
8353.837,9569.103,11373.156
8006.774,9219.729,10893.299
-680.65186,12.914551,1339.4736
7169.461,8369.756,10005.819
6845.5166,7877.8267,9367.754
6285.2715,7277.9707,8776.848
6527.8794,7528.6772,9003.42
6661.794,7611.6226,8985.052
7962.9346,9066.938,10633.485
-75.94238,637.7163,2069.9512
9219.83,10462.647,12671.932
8747.271,10007.828,12173.753
7959.32,9193.753,11329.676
7053.324,8243.285,10295.051
7730.675,8984.485,11120.977
7207.039,8217.531,9531.48
-515.9824,179.01953,1120.6147
6614.2837,7707.5913,9055.92
6415.013,7430.1895,8819.56
5264.599,6169.5146,7380.3306
5840.8906,6795.4233,7883.6836
6031.9155,7014.334,8321.341
7722.386,8918.054,10555.451
-193.83545,326.4995,1492.7285
8896.087,10479.548,13000.668
8542.27,10089.154,12853.529
7905.51,9602.109,12658.785
7673.2144,9612.026,12943.699
7738.824,9827.729,13503.484
