p10,median,p90
5780.4307,6773.55,9238.134
6112.1978,7198.5303,9876.719
5791.969,6884.2334,9458.364
-808.52783,-221.44873,1741.2505
5649.08,6573.958,8601.42
5029.798,5726.0537,7435.343
4708.5767,5373.1777,7079.589
4708.647,5375.557,7088.7344
5421.3433,6090.909,7706.413
5661.0244,6521.1904,8338.523
-129.65869,393.58252,2187.786
6210.5293,7200.1157,9649.698
5799.5977,6612.55,8834.399
5373.3994,6102.7974,8155.7783
4997.247,5780.18,7764.368
5636.3057,6503.5757,8690.786
5060.9556,5657.884,6606.4077
-549.9053,-128.24854,583.3042
5157.785,5863.503,6863.667
4683.493,5314.75,6323.034
4084.0493,4679.934,5541.6665
4222.5874,4844.4185,5668.267
4956.679,5631.204,6703.0654
5231.731,6015.0386,7252.8096
-245.10938,128.46875,1118.1113
6263.427,7357.6855,9462.296
5781.7817,6753.423,8718.315
5313.0723,6305.429,8351.228
5456.4507,6488.8833,8753.546
5696.75,6868.088,9222.309
