p10,median,p90
6613.0835,7872.763,9489.483
7180.049,8498.786,10333.961
4114.4116,5423.7373,7034.1772
-1424.4556,-545.3447,895.81934
6865.3564,8282.002,9986.785
6748.597,7972.8145,9654.03
6520.893,7668.69,9274.464
6240.9062,7428.3125,9074.307
6748.4634,7968.6323,9680.186
5083.7007,6292.5474,7854.9824
-532.4297,233.68994,1691.332
7517.0596,8915.647,10898.166
7240.509,8607.992,10488.781
6803.132,8115.7305,10028.477
6340.967,7632.5537,9430.864
6895.854,8284.462,10187.592
3992.0332,5231.615,6692.6895
-1143.7158,-214.38818,1126.4922
6620.328,8171.957,10064.976
6523.916,8012.85,9947.005
6188.3247,7622.493,9596.929
6230.819,7616.8936,9515.493
6613.377,8018.4424,9937.154
4746.3047,6188.044,8095.7017
-462.41016,348.77393,1834.1875
7482.5386,9320.542,11986.449
7126.318,8865.328,11415.066
6669.2246,8365.658,10869.799
6573.992,8279.415,10805.557
6885.0454,8698.421,11162.362
