p10,median,p90
7619.8145,11074.256,13496.845
7379.967,11566.311,14322.047
2456.5981,7829.3115,11783.058
-2538.3652,-195.53516,2788.2036
1673.7583,8689.3,13056.664
2549.224,9684.609,13868.49
745.0718,7243.732,12705.84
58.12207,5532.8716,11033.87
1581.6704,8049.1406,12660.744
-507.313,4608.9478,10657.007
-2562.58,140.90918,4333.67
805.20557,7962.54,12834.029
993.8506,7765.063,12662.616
312.20605,5181.351,10559.589
696.5117,5725.208,10210.139
975.1113,6334.8374,11006.928
1204.7944,4064.8765,8085.6875
-2938.7383,-831.91797,1537.5503
4630.658,8314.864,11354.992
5031.738,8465.961,11360.586
4406.5815,7476.022,10248.586
4278.9814,7243.8555,9945.062
5240.8486,8090.0786,10556.517
3455.1858,6063.46,8873.98
-1310.793,85.99121,1982.2495
7340.6885,10235.191,13149.35
7514.917,10327.443,13313.5625
6561.1973,9238.036,11960.09
6469.246,8927.223,11493.854
7214.8594,9536.005,11851.799
