p10,median,p90
13117.43,15192.338,17829.15
13315.036,15383.491,18136.887
14376.358,16497.148,19435.066
-2613.17,-1198.1475,949.14844
12480.709,14351.291,16818.098
11128.498,12753.126,14700.398
10393.227,11979.626,13931.388
9821.593,11392.7,13132.134
11171.455,12754.773,14637.443
13621.8545,15540.894,17947.994
-332.23242,1014.9453,3298.1992
14729.527,17004.225,20434.158
13895.908,16235.46,19630.691
11075.372,13426.066,16733.45
9964.506,12403.736,15712.001
10839.046,13469.201,16661.037
12279.115,14194.91,16284.674
-2777.4375,-1233.8867,387.00684
11467.792,13481.113,15656.023
10083.332,12032.615,14219.072
7981.8193,9682.228,11556.869
9092.061,10894.878,12755.921
9705.422,11754.8,14107.32
12814.79,15208.055,18211.307
-1009.5918,257.2412,2413.9111
14184.188,17384.158,21747.883
13662.5205,16908.492,21619.707
12472.1455,16175.194,21254.59
11936.953,15792.71,21205.012
12262.448,16405.89,21575.33
