p10,median,p90
-656.479,345.4287,1511.978
8746.469,9815.1,11161.9
7473.516,8503.439,9650.484
7188.8364,8258.629,9442.333
6793.3184,7796.3525,8936.192
7381.924,8387.766,9603.064
5306.748,6255.9736,7356.876
-347.37012,555.3628,1823.4258
6483.742,7547.001,8831.744
5941.095,7110.2407,8453.981
5185.415,6468.1636,7917.859
-1859.2798,-478.94873,1122.3428
6125.123,7442.1016,8747.687
5660.6104,6912.5874,8220.639
-655.5996,307.0957,1555.3433
8337.342,9487.189,10759.218
7379.439,8518.898,9740.817
6807.4995,7993.8994,9189.607
6976.158,8080.7607,9309.98
7358.797,8463.074,9816.875
5146.901,6400.0303,7766.559
-783.9712,473.68994,1922.7749
-451.0171,924.1079,2770.4814
6225.9775,7821.5933,9456.168
5121.4224,6478.225,8052.5635
5914.6436,7130.572,8554.355
5805.673,6902.3926,8212.618
6024.2095,7166.0703,8512.145
-589.2549,454.80664,1797.4424
8853.924,10128.218,11476.912
7673.3022,8874.335,10150.722
7156.104,8331.129,9636.994
7183.63,8098.539,9149.086
7110.6855,8060.4824,9141.137
5618.356,6459.8896,7527.873
-589.9385,224.28027,1266.5723
6653.912,7509.8677,8540.641
5975.8457,6765.0024,7713.977
5253.277,6005.383,6970.371
5495.3394,6223.6543,7141.5103
5631.5083,6298.9604,7118.452
5746.2593,6525.0664,7323.9395
-781.21826,-10.448242,787.46924
8433.143,9313.64,10312.905
7361.627,8143.6113,9007.701
7235.329,7997.232,8814.703
6864.2197,7594.3364,8479.186
7045.0596,7817.7095,8705.78
4887.5986,5619.736,6423.026
-323.4453,448.05518,1299.3306
6033.196,6804.582,7568.7725
5540.5156,6224.412,6968.0723
4871.8193,5587.1543,6402.7817
5441.478,6151.1953,7005.7837
5411.746,6114.253,6964.368
5840.204,6589.5024,7498.706
-457.86133,201.93457,999.0825
8912.574,9830.229,10896.369
7511.618,8323.762,9271.138
7361.0596,8218.572,9156.029
7160.2373,7988.2275,8858.397
7395.104,8233.042,9164.197
5106.421,5875.6426,6764.931
-356.65527,426.56934,1306.1699
6628.0317,7322.8306,8076.116
6093.27,6806.205,7591.3296
5084.2725,5787.0757,6520.267
5538.988,6203.8115,6893.063
5375.612,6086.0723,6828.385
5744.126,6476.869,7214.839
-863.89746,-61.651367,746.83545
8212.947,9017.701,10012.71
7096.7197,7817.7974,8629.787
6838.8486,7573.0054,8407.18
6756.0044,7477.59,8276.842
6995.333,7801.9004,8671.492
5086.6606,5831.416,6517.873
-500.49902,293.43994,1172.5767
6680.0747,7547.5146,8368.739
6037.571,6779.1035,7565.5522
5080.413,5838.8735,6663.4355
5325.6655,6040.135,6797.7676
5254.9595,5995.958,6723.664
5530.7466,6288.7725,7163.845
-952.55273,-210.13037,779.1787
8752.615,9754.379,11001.098
7832.7,8799.043,10047.932
7429.511,8473.893,9730.141
7321.77,8445.268,9759.251
7609.5806,8804.64,10217.0625
