p10,median,p90
3804.9453,5034.857,6003.428
3331.2876,4644.028,5697.663
1933.1538,3433.5195,4851.661
-1939.8994,-746.47705,399.0354
3502.983,5023.707,6069.092
3595.056,4873.41,5803.31
3131.1492,4431.8926,5320.381
3068.2263,4317.9443,5203.0386
3020.872,4299.592,5206.521
2260.7603,3769.5376,4902.8223
-1155.4932,76.67041,1349.2671
4725.5693,6293.324,7714.4194
4393.919,5994.6045,7401.068
3542.4104,5208.6265,6664.6274
2976.7183,4747.637,6198.427
3084.1025,4897.073,6367.583
1850.3269,3349.9338,4842.4473
-1490.3789,-401.08252,729.77295
4186.0586,5589.4785,6834.9575
3937.2083,5196.7227,6262.9404
3639.9722,4870.8203,5970.875
3556.6445,4863.1094,5941.9824
3235.0854,4713.002,5846.0938
2435.2014,3831.106,5137.631
-564.6904,262.10547,1335.3491
4714.381,6063.407,7515.1846
4528.489,5808.136,7208.0356
3786.2683,5133.7734,6514.868
3191.7534,4680.3516,6101.7944
3048.684,4679.635,6129.254
