p10,median,p90
3883.166,4512.3916,5154.6816
3608.9348,4259.664,4914.934
1558.67,2201.5352,2851.245
-854.8887,-295.59595,312.02417
3514.121,4198.875,4904.2925
3383.1646,4032.7092,4722.276
3078.9739,3760.0745,4462.865
3198.0676,3864.218,4597.215
3270.8286,3943.5251,4642.648
1579.8226,2247.002,2912.1125
-237.19092,294.15088,927.0598
3987.905,4755.1953,5609.661
3864.3733,4641.445,5437.8955
3341.6575,4122.0244,4970.3823
3266.146,4035.5537,4843.0967
3084.5544,3925.764,4713.103
1000.1626,1710.5905,2456.899
-928.80176,-291.66064,382.39917
3363.5361,4205.2554,5030.278
3105.0688,3925.4443,4730.6074
2631.7793,3412.4355,4233.839
3106.9155,3851.5005,4652.1035
3021.5916,3803.1658,4595.535
1348.3857,2064.0984,2903.5972
-432.68604,141.07788,824.37524
3777.8184,4687.905,5715.8535
3612.0461,4544.289,5626.2715
3073.1028,4020.8315,5060.886
3194.9602,4133.929,5137.227
3157.7463,4157.75,5179.411
