p10,median,p90
5834.488,6919.909,7974.3115
6157.2686,7297.5723,8475.457
1698.737,2684.1162,3674.9185
-1044.1372,-175.68213,757.458
5118.148,6128.4956,7264.9014
4455.7144,5362.8364,6335.6304
3765.0005,4703.5522,5713.3066
3437.201,4430.0483,5387.3228
4062.0835,4999.901,5984.5483
1922.9761,2823.3154,3767.3105
-749.6167,21.12793,903.69995
7014.576,8170.2837,9431.922
6243.526,7386.21,8628.784
5174.1357,6284.2974,7475.063
4741.505,5822.3613,7026.7803
5363.897,6468.139,7667.5156
1446.6318,2314.6033,3231.6848
-845.07715,28.166016,904.99634
4747.675,5720.9805,6650.4473
4120.611,4992.63,5947.1206
3228.5693,4065.9429,5028.6113
3343.82,4250.5176,5158.787
3703.0354,4678.618,5697.943
1805.6951,2730.1902,3742.3354
-830.7534,-17.923828,858.96606
7606.77,9062.026,10626.893
6889.717,8315.771,9859.817
5772.5244,7131.005,8624.34
5667.681,7074.506,8545.857
5920.627,7509.2266,9055.572
