p10,median,p90
5309.177,6506.71,8192.891
5524.8613,6685.0225,8519.879
4433.9717,5488.789,6965.6387
-1210.395,-339.52393,933.5132
4343.0527,5415.3247,6766.83
3979.2178,4861.5835,6078.984
3625.9663,4482.158,5610.2686
4375.635,5215.972,6402.336
4924.458,5780.862,6929.284
4972.062,5950.21,7272.448
-172.6128,584.6948,1870.1155
6204.212,7393.292,9343.037
5260.262,6399.874,8222.301
4132.203,5348.047,7075.885
4265.909,5449.5894,7076.9385
5141.718,6332.578,8069.9736
3943.6663,4966.2783,6165.8735
-1043.5308,-210.1753,818.10474
4229.623,5263.6323,6442.371
3679.6558,4756.8696,5967.612
2984.583,3997.4968,5133.393
4100.035,5006.9443,6099.915
4716.47,5623.0,6756.581
4736.3145,5732.6274,6976.824
-423.7461,239.84326,1281.4585
5718.108,7075.5586,8898.823
4845.9653,6104.8726,7821.934
4142.8076,5517.1055,7188.579
4529.9277,5824.575,7491.3555
5029.782,6352.9463,8014.44
