p10,median,p90
6726.7036,7966.9326,9414.176
6979.3345,8289.016,9856.899
3714.4436,5020.6973,6455.7935
-1421.2739,-528.31494,768.9409
7101.6562,8420.424,9935.076
6814.4844,7966.3423,9447.431
6644.894,7732.2495,9157.928
6260.6777,7431.746,8920.689
6641.6826,7829.3135,9342.328
4154.209,5381.528,6695.3657
-698.18994,70.90723,1297.7349
7712.091,9027.251,10715.085
7233.833,8485.074,10091.511
6926.191,8168.758,9748.799
6325.7026,7546.297,9119.366
6778.3525,8104.8257,9760.576
3278.4988,4537.0156,5910.005
-1368.7266,-444.96338,770.83154
6772.3906,8213.109,9907.457
6552.796,7979.7397,9678.112
6105.88,7524.6016,9311.895
6038.1875,7453.5854,9159.998
6378.864,7760.4546,9422.646
3986.7236,5468.9375,7048.632
-707.41504,148.9292,1436.8223
7593.802,9278.358,11466.68
7065.6377,8681.987,10815.406
6752.6787,8306.58,10387.621
6509.878,8090.088,10109.005
6698.1094,8398.05,10403.6045
