p10,median,p90
-660.4575,565.7378,2214.7227
9281.1,11071.11,13601.564
7675.366,9227.625,11259.09
7676.8486,9322.769,11548.203
7403.8975,8873.376,10929.245
8214.125,9710.85,11987.342
5780.3477,7055.8135,8769.396
-947.4053,144.71387,1938.7017
5995.7837,7441.38,9475.196
5393.171,6949.2705,9147.66
4588.5312,6364.119,8751.24
-2347.9297,-814.2168,1484.084
6717.429,8490.695,10842.259
6296.5957,7888.5557,9984.649
-835.5596,290.32227,2036.4204
8385.55,10008.34,12387.508
7439.7812,8991.178,11117.155
7266.0303,8808.776,10927.855
7729.375,9249.418,11440.585
8269.243,9878.167,12389.059
6026.365,7541.7705,9894.123
-1030.2705,318.2412,2408.732
-1914.6406,-135.77393,2446.921
4775.31,7226.2373,10535.172
4807.246,6821.065,9650.865
6119.703,7893.879,10471.186
6463.0713,8064.1504,10415.48
7490.48,9097.202,11578.516
-905.2178,332.55273,2283.6924
9479.265,11540.194,14308.729
7945.6313,9639.52,11952.551
7728.8496,9273.781,11528.051
7336.841,8663.811,10561.363
7481.1504,8787.804,10645.58
5994.9995,7101.8335,8669.35
-930.43896,15.481934,1364.4287
6281.9175,7402.866,8850.156
5561.657,6591.566,8029.7134
5112.6826,6148.4185,7514.9062
5765.197,6732.2803,8070.3276
6238.179,7162.811,8373.642
6531.568,7507.7563,8721.385
-1097.1069,-252.25684,851.54297
8542.893,9706.7295,11436.883
7330.954,8346.921,9609.962
7319.366,8349.356,9545.764
7180.5513,8147.407,9423.668
7713.9487,8783.417,10273.779
5148.1807,6184.302,7293.3867
-261.13672,592.605,1614.544
5706.3457,6711.9385,7760.636
5121.41,6082.4673,7110.494
4371.4155,5406.0117,6563.1543
5667.24,6659.034,7898.625
5921.492,6940.811,8205.15
6425.2305,7472.149,8910.599
-665.48926,14.651367,1096.4927
9620.71,11080.943,13038.621
7739.0664,9003.729,10620.291
7938.3506,9162.399,10779.129
7715.052,8963.699,10456.851
8357.949,9742.954,11312.483
5521.335,6599.763,7921.7427
-447.19287,431.38135,1574.3257
6284.9204,7258.1846,8414.896
5849.3823,6837.9097,8040.4673
4895.4653,5918.8784,7027.383
5554.9917,6571.149,7627.643
5783.719,6758.397,7841.7153
6107.661,7129.6235,8270.22
-1484.1982,-406.79395,727.4546
7999.2095,9145.2705,10642.901
6846.085,7908.2495,9155.91
6876.974,7874.1265,9127.52
6783.4756,7819.2856,9055.92
7494.433,8625.425,9972.825
5220.346,6263.8516,7224.0527
-589.3286,404.29346,1535.2886
6200.196,7340.119,8513.141
5432.8276,6604.682,7689.5596
4225.774,5357.876,6457.1504
4989.718,6059.1924,7004.6133
5487.189,6515.28,7479.1504
6093.3477,7210.456,8489.566
-1079.397,-230.23096,911.22266
9092.187,10611.949,12591.668
8314.325,9748.405,11676.852
8099.4004,9700.349,11872.896
8010.159,9723.41,11958.887
8547.623,10457.658,13015.195
