p10,median,p90
7044.7505,8023.2295,9016.625
7143.769,8165.6895,9219.502
4755.758,5735.7646,6843.6147
-1429.2246,-595.5005,396.83496
6633.2603,7563.741,8623.027
5805.525,6620.495,7478.276
5456.5244,6243.57,7132.521
5208.3613,6001.359,6855.494
5745.3486,6574.305,7532.078
4409.789,5275.582,6175.1978
-399.8506,284.50586,1214.9463
8319.475,9390.785,10612.146
7510.663,8610.327,9842.238
6617.214,7715.5645,8996.417
5594.6294,6748.109,8048.585
6468.2783,7653.147,8934.99
3754.096,4666.3877,5657.0117
-1656.7017,-811.9844,126.37988
6226.6343,7227.9307,8366.697
5394.2695,6361.74,7516.506
4460.868,5334.337,6402.182
4676.9175,5569.3525,6567.1494
5323.7676,6295.6987,7416.813
4033.9175,5155.5786,6289.7065
-557.0049,185.14941,1211.9595
8084.9014,9555.456,11156.431
7519.53,8845.055,10504.334
6941.3267,8228.437,9855.17
6443.087,7876.2896,9488.29
6953.619,8519.519,10229.523
