p10,median,p90
3728.3835,4499.451,5428.966
3360.8005,4100.4106,4996.4043
1211.6902,1856.1072,2618.1396
-844.2202,-299.34448,377.0359
3242.2908,3972.1313,4823.5024
2979.8477,3549.2573,4274.8486
2663.332,3200.6882,3888.8706
2622.306,3146.638,3808.355
2649.161,3192.1353,3877.147
1226.5356,1771.5509,2434.8762
-88.734375,363.26733,1082.3153
4122.5312,5008.0913,6263.784
4002.203,4951.3604,6198.283
3236.9722,4113.3955,5431.082
2959.7852,3875.6729,5098.257
2512.3088,3500.4412,4672.9194
668.60156,1221.8555,1875.941
-941.17334,-420.72998,196.30908
2717.669,3454.3877,4254.7646
2434.5596,3151.9138,4002.6472
1930.4312,2593.0427,3385.6472
2345.268,2965.8936,3726.9731
2248.7502,2936.17,3737.37
916.86646,1546.7252,2381.0085
-551.5459,-45.096436,652.94727
3888.5046,4893.2383,6156.9883
3734.0386,4707.941,6041.464
3367.816,4330.7793,5689.1387
3284.4038,4292.7837,5655.545
3122.0432,4249.771,5578.9434
