p10,median,p90
6031.924,12268.867,15717.105
7185.7124,13397.15,17567.793
5460.922,12715.531,16832.074
-4864.965,-219.42578,4426.3545
96.25098,9277.554,14752.645
248.27832,8896.626,14101.488
844.0029,8244.082,12964.086
-1065.9248,4818.6523,9738.289
2388.4478,8586.306,12313.971
4260.3057,10098.21,12698.037
-2404.6924,3.3173828,2560.081
5224.577,10209.776,12635.781
6278.723,10214.731,12596.607
5859.2886,9650.69,11682.128
5429.365,8502.506,10418.23
6713.0347,9679.237,11512.327
7525.454,9638.562,11149.653
-1315.2373,-202.20117,1108.2842
7594.5205,9398.948,10939.009
6797.538,8732.144,10134.697
5788.0156,7694.172,9079.911
4808.3867,7122.8647,8825.435
5148.1226,7478.095,9454.741
7622.832,9795.19,11703.315
-1281.1211,-241.03809,1500.0181
8900.528,11419.679,13823.262
9160.337,11637.612,14184.211
8039.525,11190.125,13820.392
6329.9365,9748.699,12883.502
8212.506,10973.588,13527.145
