p10,median,p90
7935.2144,9886.075,12096.537
8325.674,10180.502,12488.474
7248.4062,9094.749,11129.158
-1590.1035,-236.18213,1562.7935
8051.0405,9678.664,11509.459
7310.4067,8753.245,10419.582
7111.355,8448.252,10041.679
6382.433,7709.5356,9272.424
6977.9697,8411.119,9909.301
6649.508,8092.9746,9592.822
-770.6802,390.69727,1865.5352
8114.873,9837.199,11911.743
8216.6,9910.042,11897.81
7453.907,9086.723,11014.959
6835.0615,8519.365,10418.22
6852.4805,8691.552,10596.852
5624.112,7208.482,8824.358
-1848.2266,-390.6538,1133.8188
7417.484,8938.262,10744.943
6113.4517,7705.884,9478.13
5410.6543,6822.5645,8391.803
6136.609,7524.8237,8995.107
6175.3916,7624.302,9285.557
6066.625,7666.3,9460.398
-629.05664,559.24805,2102.9854
8725.4,10948.805,13569.102
8576.236,10852.656,13579.02
7827.549,10503.69,13371.584
7665.816,10561.188,13537.109
8393.26,10960.866,13983.2705
