p10,median,p90
5208.1123,6417.4175,9142.901
5252.503,6422.778,8861.224
3644.292,4520.3994,6519.1426
-839.73535,-163.29004,1292.2529
4246.8726,4994.166,6446.903
4140.8423,4718.6943,5932.5625
3607.5498,4138.2056,5195.95
3861.9502,4365.413,5403.2544
4031.7822,4511.6123,5613.454
3621.9067,4196.9155,5335.949
-327.29785,251.96265,1659.0979
4982.4146,5876.287,8017.215
4818.4478,5648.57,7748.7036
4555.35,5335.3486,7452.2026
3864.402,4694.8667,6642.1533
4237.1753,5129.4434,7093.7617
2820.975,3338.1628,4074.2048
-450.3506,15.906738,713.8379
3947.1382,4562.1445,5431.3525
3821.2236,4389.8438,5364.4014
3134.5854,3647.0234,4504.6445
3397.6023,3981.338,4914.303
3457.353,4097.501,5244.009
3367.87,4095.7708,5450.0205
-361.94873,121.335205,1339.8804
5347.373,6700.2407,9388.494
5133.148,6401.6943,8937.002
4779.8667,6114.111,8716.151
4665.1323,6110.144,8897.738
4960.2583,6442.9805,9588.494
