p10,median,p90
5391.3076,7969.746,9878.278
5730.604,8300.033,10273.559
4111.846,7474.524,9571.703
-1915.1997,-577.9746,1145.7368
3197.5337,7739.5845,9999.997
2961.4797,7246.8438,9730.014
2579.1826,6536.7285,8647.046
1575.6665,5309.173,7844.701
3037.9778,6841.6875,9045.849
2436.5586,6554.368,8878.398
-2398.8184,27.188477,2063.3032
2112.7388,8330.623,10855.965
1870.8682,7847.7603,10673.746
1065.2261,6806.373,9782.987
546.54736,6058.7144,8798.551
1325.4297,6520.1445,9408.219
1898.3774,5577.635,8314.861
-2565.7998,-631.4126,1128.1069
3843.807,7643.6333,10036.255
3802.3843,7266.6094,9681.191
3571.908,6861.3213,9180.709
3525.061,6790.809,8959.164
4111.4834,7163.157,9133.475
4198.7285,7177.5156,9224.785
-1532.8574,-40.541504,1453.9473
6032.729,8838.117,11210.265
5704.3105,8269.675,10554.59
4954.913,7559.0063,9551.332
4949.861,7348.511,9222.968
5309.157,7642.6304,9426.613
