p10,median,p90
4066.461,4664.686,5400.626
4328.212,4957.368,5838.9844
2313.877,2897.8674,3605.3823
-576.26904,-126.39404,544.26196
3956.1387,4485.434,5151.784
3680.8662,4186.277,4818.671
3509.5164,3983.5623,4599.8125
3328.1624,3791.042,4444.432
3785.6453,4248.3916,4845.9033
2323.3184,2782.2063,3329.691
-260.99072,127.17676,683.9099
4207.1934,4747.923,5493.658
4146.668,4682.08,5365.3613
3828.9763,4344.9805,5030.2183
3639.0688,4153.838,4861.523
3997.0122,4539.703,5288.7925
1923.1235,2429.3896,3046.0242
-486.28125,-96.43652,430.35522
3680.1157,4220.121,4896.3594
3428.6287,3930.3984,4581.6475
2983.3901,3468.9226,4114.461
3063.562,3578.9512,4255.642
3456.142,3999.675,4696.411
1969.7284,2570.7366,3309.2993
-329.5525,49.93286,683.0625
4346.5576,5114.3076,6167.7227
4263.657,4987.26,6085.1445
4022.2866,4738.295,5872.965
3965.4795,4737.0786,5934.231
4108.3994,5002.8965,6205.998
