p10,median,p90
6007.305,7494.657,9325.283
6481.2324,7955.926,9789.195
5196.876,6575.5103,8238.236
-1936.8018,-638.6504,886.4907
6433.6074,7944.0737,9662.899
5507.943,6744.1187,8252.167
5541.5884,6738.098,8229.813
5064.6133,6301.069,7716.6685
6226.788,7496.343,8985.4
5278.7686,6560.189,8007.0796
-514.937,542.5005,2066.5933
7641.564,9450.968,11876.878
6751.1836,8381.877,10640.309
5930.7085,7600.846,9798.84
5302.02,6993.5186,8981.995
6115.404,7928.7617,10109.774
4618.775,6093.2764,7636.743
-2047.9424,-710.18164,696.5596
6348.3115,7931.2363,9670.502
5223.983,6693.585,8363.601
5104.2114,6414.7725,7969.8276
4895.372,6223.1846,7654.423
6007.225,7388.113,9009.046
4970.6284,6431.475,8127.918
-987.4946,122.08301,1597.8804
7394.424,9530.2,12304.764
6628.923,8655.19,11245.531
5962.3013,8007.2695,10585.943
5437.962,7326.6265,9647.134
6322.414,8428.229,10851.695
