p10,median,p90
4888.046,5705.3765,6793.8687
5364.905,6149.5815,7335.162
5313.285,6055.9043,7169.1465
-847.42334,-315.24414,562.405
4284.9595,5039.944,5968.865
3953.6638,4615.5015,5460.1494
3930.922,4576.785,5415.4307
3694.508,4344.5283,5215.753
4809.0166,5421.9976,6216.46
5287.255,5960.1562,6853.256
-202.94434,318.24756,1112.0774
5121.548,5839.831,6919.798
4888.1113,5604.218,6567.285
4556.64,5274.1245,6245.916
4153.0386,4860.782,5858.3364
4938.923,5641.0933,6663.0684
4860.4478,5515.1826,6270.157
-681.0425,-115.74512,566.4258
3989.0776,4687.2773,5442.933
3539.2153,4227.828,5023.821
3343.403,4003.0942,4725.3027
3707.6824,4398.9297,5113.7036
4461.0957,5154.224,6002.455
5044.16,5796.97,6829.0723
-411.14697,77.973145,889.4031
5298.609,6226.7393,7476.4844
5099.047,6020.014,7386.9795
4602.3306,5717.7627,7262.3994
4754.978,5913.757,7522.1924
5199.6284,6345.584,7999.422
