p10,median,p90
-322.8589,670.67725,1770.2913
7668.238,8989.29,10632.09
6470.921,7647.165,9022.48
6246.186,7464.041,8832.079
6159.95,7271.6255,8498.234
6331.951,7424.6367,8766.078
3317.7046,4297.9443,5339.647
-564.8428,331.35938,1514.1973
4755.1016,5841.839,7089.8696
4093.997,5227.262,6566.7734
3779.8032,5005.5776,6455.412
-2275.9688,-880.5503,682.24756
4394.9194,5661.216,6960.2773
3413.098,4468.428,5715.311
-388.67676,506.72217,1652.2571
6721.93,7965.1055,9358.434
5986.551,7069.498,8203.041
5541.563,6605.7744,7668.9844
5843.7124,6876.4375,7960.6943
6084.741,7173.739,8382.753
2716.792,3929.1125,5136.892
-933.6167,198.48584,1438.709
-1949.9922,-523.0825,936.4502
4016.916,5633.6685,7254.327
4172.225,5624.9155,7174.5938
4845.63,6265.277,7850.2056
5126.3706,6578.9854,8115.1484
4394.509,6110.138,7788.4917
-444.0869,751.20557,2098.9883
8285.001,10029.245,11765.19
7563.4736,8893.898,10415.959
6737.459,8072.4097,9560.558
-51.361816,1948.3574,5459.2905
6730.212,8247.432,10148.428
3334.3145,4373.3066,5657.7617
-619.6074,233.02197,1224.3547
4717.9814,5631.718,6670.0566
3746.8618,4575.5996,5450.7466
3733.5142,4554.6943,5493.024
3948.5073,4745.9717,5716.677
4236.1387,5007.8716,5963.856
3376.8696,4164.5273,4984.2734
-897.61035,-143.52295,741.4912
7062.5557,8068.5654,9277.367
6007.863,7012.3833,8097.919
5618.368,6523.499,7536.685
5803.687,6689.1143,7672.6997
5687.1055,6551.443,7519.3076
2664.7112,3533.4878,4402.2354
-522.8906,241.42578,1088.2983
4480.131,5263.5767,6107.147
3832.7378,4529.1406,5292.933
3348.614,4088.0747,4931.4526
4027.38,4735.2764,5632.1885
4258.7715,5023.447,6006.1855
3443.3198,4409.0337,5545.581
-231.81396,445.604,1370.8633
8339.442,9693.541,11380.824
6831.562,7961.613,9390.053
6512.143,7671.7744,9026.926
6363.257,7419.538,8665.484
6538.341,7639.0312,8826.457
3208.8613,4050.3535,5012.274
-333.97217,404.3418,1297.2478
4872.8354,5548.731,6391.998
4217.8335,4891.373,5774.409
3556.8804,4251.732,4963.05
3814.653,4453.0146,5157.414
3613.3267,4273.117,5018.9937
3161.5776,3860.5327,4560.3154
-706.35693,57.07666,911.84424
6405.6797,7347.7666,8635.044
5714.333,6549.352,7599.0156
5420.2456,6206.4033,7276.962
5328.027,6124.825,7145.958
5638.2744,6458.2666,7477.667
2836.7964,3530.3547,4377.4756
-356.80713,368.6416,1190.584
4629.537,5425.2065,6298.3936
3928.9534,4694.159,5458.861
3413.7854,4248.3154,5096.9165
3372.3857,4273.8315,5057.74
3573.3545,4373.4272,5162.2866
3022.7437,3825.6294,4739.583
-940.4756,-81.243164,943.28394
7504.086,8731.458,10162.488
6671.121,7924.1064,9376.955
6743.003,8095.941,9786.211
6432.839,7848.6323,9515.084
6499.541,7949.7397,9641.084
