p10,median,p90
3131.2705,5529.619,7419.67
3848.1772,5883.4863,7746.3145
3632.0142,5717.115,7506.8154
-2504.083,-852.5093,851.45264
3666.4658,5571.424,7119.7134
3519.8345,5297.457,6713.9287
3417.6538,5073.806,6347.631
2727.442,4305.7803,5573.5093
3645.8538,5227.37,6477.115
3763.6497,5410.711,6732.408
-1393.5835,-75.87451,1335.6226
4693.4478,6517.851,8038.585
4352.165,6387.003,8011.1895
3241.2373,5568.142,7354.011
2767.808,5021.868,6849.321
3928.7563,6079.951,7709.1875
3848.1255,5665.628,7176.7666
-1798.5474,-325.68848,1086.5225
3583.7712,5486.0903,6929.9814
2685.9817,4718.724,6258.6626
2587.3813,4551.1084,6105.9253
2330.6067,4384.222,5967.785
2605.32,4629.7173,6246.1875
2963.4355,5035.084,6621.582
-1444.9111,-73.81201,1296.739
4681.8687,6600.9414,8274.554
4846.9824,6673.4395,8429.625
3894.7476,6247.6753,8071.4395
2813.8296,5372.6943,7566.615
3878.8318,6376.872,8288.033
