p10,median,p90
4668.1953,5607.7573,6580.77
4947.669,5890.9062,6913.574
3835.1287,4791.3438,5804.4985
-784.0371,-99.81494,732.323
4695.882,5633.914,6598.3984
4628.3364,5513.3657,6476.622
4274.1035,5145.021,6102.6445
3941.9446,4810.387,5799.3447
4243.4,5133.6074,6058.5166
3769.545,4681.2197,5575.374
-505.9541,139.46387,943.3501
5093.4976,6070.6543,7176.586
5037.7886,6019.5845,7084.38
4651.053,5657.9033,6668.981
4075.34,5063.677,6135.8447
4465.245,5499.3125,6561.057
3090.8716,4059.3228,5028.9146
-1124.561,-305.74463,544.3357
4203.7046,5179.945,6232.657
4387.938,5375.342,6400.59
3786.5317,4750.674,5746.792
3837.179,4806.003,5790.0054
3907.5955,4891.028,5902.839
3716.984,4673.115,5721.738
-734.0161,-49.751953,735.19507
5087.9624,6197.534,7437.976
5104.3584,6208.1846,7462.3584
4561.519,5644.1055,6850.3726
4365.418,5505.4014,6651.5264
4554.5005,5736.9927,6914.507
