p10,median,p90
6281.499,7819.0977,9442.625
7101.874,8635.584,10411.658
3354.7473,4799.5684,6258.8
-1652.6543,-406.11523,975.11523
5781.82,7298.483,8846.173
5455.3213,6841.043,8297.417
4995.9,6329.9497,7760.489
4775.403,6094.5806,7554.2227
5633.8286,6947.888,8321.16
3624.454,4978.159,6267.5
-799.9971,223.17627,1491.3457
7315.9873,8769.547,10490.94
6849.7007,8279.317,9830.465
6039.101,7401.8145,8902.206
5649.513,6953.569,8463.413
6592.515,7911.582,9461.641
3004.9,4303.7656,5638.328
-1470.0044,-314.43848,884.32764
5889.285,7139.725,8481.889
5565.9556,6844.468,8172.1514
4687.429,5901.343,7168.6226
5086.566,6277.4526,7564.321
5685.2617,6906.1294,8211.035
3880.478,5229.1094,6531.9844
-1053.3169,-74.3999,1026.2432
8023.0596,9726.638,11424.665
7568.682,9124.984,10873.384
6340.649,7805.7793,9392.794
6329.376,7791.7964,9293.347
6905.8926,8522.098,10147.854
