p10,median,p90
6189.0396,8126.914,10248.018
6356.9297,8378.193,10593.936
6137.4756,8153.6978,10200.621
-1774.2031,-624.9668,793.2881
5804.965,7802.1235,9936.822
4904.915,6792.3228,8693.496
4708.129,6445.083,8202.337
4733.861,6473.3164,8177.5405
6086.698,7900.0674,9810.517
6392.181,8286.998,10396.415
-97.944336,902.6094,2283.8218
7344.7993,9672.902,12345.229
6683.644,8965.375,11493.475
5551.1313,7706.382,10042.866
5123.1523,7234.907,9393.586
5638.486,7861.651,10105.752
5447.8047,7415.894,9424.922
-1889.7236,-692.09717,559.4165
5865.7324,7933.976,10005.491
5077.2505,7109.9385,9089.088
4596.885,6497.126,8320.551
5006.4785,6985.7476,8892.417
5709.8506,7821.0527,9873.23
5949.5654,8187.463,10599.441
-388.95508,698.6494,1991.2847
6853.158,9530.08,12655.693
6211.964,8729.213,11589.383
5296.785,7746.2407,10340.971
5125.063,7403.2534,9864.251
5489.712,8066.56,10708.084
