p10,median,p90
6988.067,8245.277,9473.822
7480.2227,8714.031,10039.343
6714.424,7901.573,9151.059
-1444.2266,-279.5791,1153.21
6736.034,7783.626,8987.019
5807.4287,6813.936,7863.468
5922.1616,6908.378,8005.1865
4936.2085,5954.2817,7048.477
5779.9946,6811.0664,7873.422
6373.89,7421.7075,8513.351
-1311.2705,-98.08789,1181.0591
7841.526,8877.924,10222.386
7186.529,8282.736,9426.802
6877.2163,7963.5337,9125.098
5995.676,7126.9824,8408.865
6743.5586,7894.664,9155.165
6096.736,7090.788,8245.332
-1010.3672,138.65479,1324.1885
6170.39,7278.9663,8316.518
5372.7715,6381.083,7511.5776
4779.0015,5809.8105,6881.5786
4185.7266,5216.9746,6205.5483
4731.6396,5783.9053,6897.212
5968.239,7152.9478,8434.824
-1326.293,-322.97998,974.6904
8691.447,10361.354,12145.275
8511.162,10207.609,12162.146
8214.008,10074.802,12041.791
7743.2266,9794.547,11979.549
7867.7114,9956.422,12231.527
