p10,median,p90
6809.2256,7995.9795,9468.08
7299.2607,8537.611,10215.58
6542.714,7723.034,9139.591
-834.2285,-30.61084,1056.7207
5591.6387,6727.5215,7978.126
5259.476,6226.9463,7359.1562
4869.9443,5831.0283,6946.2646
4611.173,5616.201,6721.982
5539.2056,6519.8994,7616.2695
6546.4565,7615.5176,8882.4795
-315.1631,413.1123,1400.8027
7533.4795,8698.484,10367.834
6710.8813,7898.454,9328.746
6345.1626,7555.1865,8990.464
5795.7876,6973.098,8446.095
6590.899,7796.5654,9401.19
5939.255,6903.427,8061.204
-614.6123,169.74219,1115.9033
5108.782,6139.5596,7261.5244
4630.6357,5649.789,6768.7095
4136.9575,5061.316,6129.384
4503.5703,5476.7383,6484.6133
5188.7456,6199.905,7384.6353
6263.8877,7384.299,8771.538
-498.36377,162.33398,1142.4038
7872.623,9300.769,11217.223
7138.3813,8430.605,10294.093
6725.22,8040.9854,9850.584
6796.3286,8189.6396,10053.67
7034.508,8604.14,10535.697
