p10,median,p90
3241.352,5897.472,8079.415
3726.333,6219.3,8311.148
2221.0806,4763.645,6970.125
-2968.0454,-949.21826,790.81323
2761.8794,5066.9595,6799.7812
2964.5952,4898.6816,6378.867
2655.5728,4340.1973,5634.0386
2280.9038,3848.664,4996.976
2774.8994,4397.824,5603.3438
2317.9502,4026.3953,5306.6973
-1699.9873,-188.09277,1222.3772
3679.5017,5823.9893,7651.491
3759.1658,5981.0977,7832.504
3031.2988,5228.3057,7104.615
2318.349,4370.345,6129.572
3096.7458,5214.8667,6966.967
2807.767,4043.3477,5125.3467
-1680.8604,-596.8096,458.0105
3732.7166,4957.325,6112.1113
3328.993,4608.8477,5718.648
3145.984,4324.0845,5405.352
2585.5657,4012.7769,5184.184
2281.2334,3852.728,5264.291
2392.7002,3979.8767,5514.79
-957.07764,207.23071,1428.394
4328.71,6271.996,8292.307
4485.5117,6434.3154,8567.521
3813.3254,6137.1523,8368.619
2706.3323,5059.838,7356.5405
3676.9727,6142.3623,8479.283
