p10,median,p90
6232.817,7205.0356,8310.451
5703.573,6629.233,7731.5156
2772.6953,3685.8672,4666.233
-1551.0171,-694.5503,287.7163
5707.0073,6795.535,8060.8926
5440.3647,6321.5137,7444.4365
5345.7437,6171.5513,7231.378
5116.562,5914.7417,6870.5986
5478.0186,6262.438,7231.6255
3271.9536,4172.966,5068.2974
-61.546387,675.2041,1776.498
7580.8413,8858.985,10713.88
6894.258,8163.995,9902.836
5769.5596,6923.5693,8558.057
5053.8784,6140.5254,7554.539
4846.3057,6057.386,7402.7617
1940.9951,2882.4375,3934.6055
-1696.9873,-776.71875,256.76904
5556.3125,6737.7217,8107.159
4590.8657,5843.839,7201.436
4210.259,5336.77,6622.5938
4704.8647,5696.4478,6924.1445
4585.39,5603.595,6806.158
2771.2136,3775.6045,4924.282
-374.50342,427.27295,1510.221
7119.218,8740.341,10727.881
6424.113,7941.83,9969.019
5828.36,7308.082,9246.312
5110.348,6480.5093,8131.683
5108.245,6506.0684,8257.818
