p10,median,p90
7029.584,8264.719,9583.584
7495.3027,8833.033,10334.715
5738.743,6938.9556,8228.318
-1527.8086,-443.73193,805.87695
6925.457,8117.6104,9479.322
5987.6655,7061.514,8298.397
5447.8394,6498.0747,7747.3115
5146.0996,6245.473,7441.296
5824.755,6922.194,8130.4956
6084.6694,7219.403,8429.893
-732.4087,204.39404,1347.2515
8884.63,10365.236,12088.035
7695.255,9020.768,10563.282
6910.193,8161.535,9579.584
6120.9297,7365.4478,8811.574
6930.4814,8223.594,9727.393
4990.2837,6270.328,7587.2563
-1298.8857,-161.64893,1017.00977
6770.6777,8028.1997,9397.551
5746.978,6942.582,8281.902
5080.1133,6198.8296,7430.6123
5307.312,6449.7827,7684.0215
5701.9,6909.51,8235.235
5732.4404,6930.2285,8303.031
-938.437,-22.966797,1103.8125
9008.266,10725.768,12819.826
7521.3027,9126.782,11041.693
6553.0874,8090.0166,9813.6875
6541.281,8100.7847,9746.256
6970.919,8606.076,10363.717
