p10,median,p90
7181.214,8303.18,9676.032
6790.7236,7887.741,9237.538
6514.125,7643.8076,8936.983
-1070.0547,-363.04932,610.4292
6304.602,7315.8223,8556.512
5893.447,6744.319,7741.9937
5494.1123,6312.9233,7264.0254
5285.336,6084.5103,6979.74
5625.9253,6424.249,7358.0576
5878.0825,6797.533,7817.7065
-225.17627,419.88867,1368.8291
7310.912,8540.32,10156.4
7214.203,8445.498,9943.928
6670.7983,7892.657,9386.321
5766.8105,7004.4497,8470.79
5719.194,7080.632,8516.064
5346.0737,6352.2227,7474.671
-1725.6865,-874.3804,38.28955
5843.196,6895.1064,8103.6924
5386.986,6420.5146,7633.659
5027.163,5957.8643,7036.6553
5130.741,6134.2554,7167.0454
5141.791,6299.752,7557.9346
5615.5645,6833.595,8299.998
-235.73584,521.72705,1584.918
6949.3794,8541.543,10549.339
6923.246,8539.753,10659.452
6438.601,8191.71,10357.913
6155.48,8075.2744,10332.211
6106.1875,8175.2305,10377.305
