p10,median,p90
3745.331,4259.846,5138.032
3906.1948,4488.651,5482.3174
2721.3901,3193.186,4042.0522
-471.6267,-119.586914,633.19653
3485.2622,3980.0383,4822.743
3335.1191,3762.8298,4512.6533
3173.728,3580.6855,4343.179
2817.8462,3225.2634,3952.5388
3203.3164,3601.645,4321.4683
2810.499,3239.8823,3987.052
-64.00122,248.49268,1055.6101
4266.2153,4835.491,6018.5347
4095.8293,4620.6963,5723.3203
3836.645,4339.0396,5376.36
3283.8289,3743.1572,4688.168
3659.7385,4165.7803,5210.8374
2468.9329,2882.3882,3426.4214
-180.27148,144.30322,609.2827
3271.261,3734.994,4332.047
3238.8,3683.7078,4323.3096
2830.5754,3255.812,3860.7756
2580.1199,3008.2478,3576.8218
2883.0466,3340.385,4039.6099
2719.902,3191.4639,3941.9558
-43.254395,225.36255,835.3379
4375.4536,5162.882,6391.6284
4164.478,4864.702,6169.4375
3802.555,4478.2627,5842.2715
3514.4226,4263.74,5680.3096
3795.3164,4646.852,6215.6396
