p10,median,p90
5046.259,6256.2163,7518.0283
5280.658,6370.15,7638.9336
5030.889,6121.088,7326.7964
-896.9214,-158.63525,923.84717
5109.25,6086.1416,7097.6074
4830.816,5775.122,6738.196
4677.835,5557.1685,6487.588
4500.2456,5419.5737,6366.561
4836.156,5701.2744,6578.499
4856.9355,5747.582,6661.417
-426.75195,214.16016,1082.3726
5394.0244,6279.0327,7337.48
5157.344,6098.427,7177.494
4742.811,5811.1445,6902.3237
4556.366,5680.68,6789.8203
4775.4326,5909.9946,7063.75
4361.8086,5361.137,6323.5195
-997.89355,-220.74072,691.3872
4534.2207,5570.5894,6612.33
4109.382,5228.205,6268.4585
3452.66,4506.1323,5519.1445
3672.9998,4728.8643,5724.6475
4057.4268,5144.332,6227.378
3950.7666,5134.3623,6313.9033
-762.42236,-56.973633,989.3489
5118.661,6333.0234,7797.9443
5173.346,6386.1084,7938.321
4700.294,6134.9263,7786.838
4685.492,6203.5674,7984.541
4960.5815,6382.923,8214.551
