p10,median,p90
4770.448,5566.8926,6416.1035
5086.814,5943.9395,6924.2197
1790.0747,2524.7498,3318.5872
-676.0762,-22.169434,725.708
3744.9138,4538.176,5385.496
3636.4333,4341.9355,5148.0166
3638.854,4331.419,5141.589
2940.5417,3700.7239,4503.6357
3326.9504,4048.9976,4838.197
1988.6517,2683.5396,3418.417
-388.75684,183.93433,881.0027
5321.713,6107.1104,7087.1636
5071.0156,5886.255,6809.1064
4855.555,5702.8525,6637.99
4162.5195,4960.2197,5870.885
4580.052,5393.371,6363.275
1456.9829,2139.7275,2926.9353
-471.74365,139.01782,820.2881
3493.8843,4233.9966,5017.948
3348.5767,4088.5356,4938.535
3132.9717,3833.8843,4646.4272
2914.6833,3625.7754,4400.866
3283.983,4017.0415,4857.3545
1871.5812,2607.678,3497.6272
-511.1377,44.330322,753.0962
5577.859,6545.6855,7719.0977
5322.04,6313.3877,7534.379
4891.4985,5927.3066,7132.552
4669.5273,5696.078,6967.211
4744.787,5911.7915,7156.2324
