p10,median,p90
5837.58,7665.0073,9047.979
5845.9966,7787.576,9270.195
2839.9092,5062.6,6997.7656
-3052.9248,-1103.2988,747.74414
5393.206,7624.0107,9079.916
4653.5283,6703.7554,8080.3193
4465.758,6339.7144,7722.333
5073.7666,6745.2573,8001.5728
5410.759,7099.9185,8261.614
3343.7993,5322.418,6733.714
-1404.3579,314.58252,2023.1304
7726.7783,9566.986,11135.775
6271.6094,8506.511,10179.592
4769.7163,7418.7007,9442.137
4879.9966,7466.1,9265.302
5381.6274,7844.1807,9576.84
2481.5723,4698.4536,6801.6914
-2370.7754,-426.97314,1383.1104
6070.79,8194.68,9862.551
4491.2446,6733.777,8337.784
4392.414,6367.434,7858.7495
5528.0376,7312.894,8656.99
5786.574,7569.1353,8927.227
3384.623,5283.019,6821.8022
-1270.5112,126.87158,1635.0635
7305.205,9214.514,10929.053
6527.5776,8604.067,10514.735
5139.2715,7707.233,9852.972
4985.3896,7632.3823,9821.664
5557.0366,8155.478,10140.019
