p10,median,p90
6888.085,8179.9307,9511.59
7400.0566,8695.673,10135.607
6715.5303,7936.625,9320.965
-1317.6089,-106.74658,1398.8335
6667.106,7782.972,9074.557
5691.509,6715.3926,7767.802
5814.585,6830.2183,7971.5137
4882.775,5936.6025,7051.4985
5683.2915,6723.2603,7860.375
6377.5713,7500.189,8731.886
-1341.9727,-76.23682,1406.6445
7697.778,8985.488,10667.784
7127.4688,8436.391,9941.691
6770.3955,8127.4644,9749.23
5377.904,6917.549,8687.785
7824.4624,9628.509,11650.924
6803.7266,8365.361,10260.702
-132.44531,1308.3179,3074.7566
7080.1987,8687.055,10809.479
6030.915,7790.91,9990.259
5496.3115,7164.2007,9278.27
4908.7217,6521.4614,8579.48
5583.0376,7308.4595,9532.042
6540.906,8598.744,11180.8545
-453.84473,1201.4204,3385.525
9062.607,11952.271,16306.313
8911.069,11747.064,16315.299
8272.396,11600.213,16479.414
7650.251,11197.276,16443.434
8254.31,11458.008,17006.455
