scenario,shop_id,core_cluster,final_cluster,is_outlier_core,is_outlier_final,assign_confidence,nearest_cluster,nearest_dist,cluster_prob_core,outlier_score
S1_base,484,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,6,4,4,False,False,0.9209282046944425,-1,,0.9209282046944425,0.07907179530555757
S1_base,65,4,4,False,False,0.7635318063535771,-1,,0.7635318063535771,0.23646819364642285
S1_base,333,1,1,False,False,1.0,-1,,1.0,0.008256482400724607
S1_base,1036,2,2,False,False,1.0,-1,,1.0,0.0
S1_base,409,1,1,False,False,1.0,-1,,1.0,0.06368492121973723
S1_base,1029,4,4,False,False,0.9209282046944425,-1,,0.9209282046944425,0.07907179530555757
S1_base,117,2,2,False,False,1.0,-1,,1.0,0.006596357467882215
S1_base,907,2,2,False,False,1.0,-1,,1.0,0.02679311478516671
S1_base,290,2,2,False,False,1.0,-1,,1.0,0.33523482481060635
S1_base,966,2,2,False,False,1.0,-1,,1.0,0.04741981341675591
S1_base,1069,4,4,False,False,1.0,-1,,1.0,0.0
S1_base,1070,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,969,1,1,False,False,1.0,-1,,1.0,0.6763623984861058
S1_base,29,2,2,False,False,0.8781432542625105,-1,,0.8781432542625105,0.12185674573748946
S1_base,101,1,1,False,False,1.0,-1,,1.0,0.18298439457465218
S1_base,11,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,790,1,1,False,False,1.0,-1,,1.0,0.5316580588297268
S1_base,389,1,1,False,False,1.0,-1,,1.0,0.14514611480262227
S1_base,496,-1,4,True,False,0.0,4,1.736479640007019,0.0,0.22462928420236228
S1_base,590,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,505,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,146,2,2,False,False,1.0,-1,,1.0,0.08831242137166835
S1_base,373,1,1,False,False,1.0,-1,,1.0,0.06368492121973723
S1_base,1105,2,2,False,False,1.0,-1,,1.0,0.27075972904510953
S1_base,34,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,66,1,1,False,False,1.0,-1,,1.0,0.3957721199639777
S1_base,572,2,2,False,False,1.0,-1,,1.0,0.08831242137166835
S1_base,374,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,742,2,2,False,False,1.0,-1,,1.0,0.4328366265897863
S1_base,323,1,1,False,False,1.0,-1,,1.0,0.4998191220189683
S1_base,241,2,2,False,False,1.0,-1,,1.0,0.0
S1_base,866,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,96,4,4,False,False,1.0,-1,,1.0,0.0
S1_base,339,1,1,False,False,1.0,-1,,1.0,0.07884841807760277
S1_base,760,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,692,2,2,False,False,1.0,-1,,1.0,0.09472673260525478
S1_base,834,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,980,2,2,False,False,1.0,-1,,1.0,0.0
S1_base,800,1,1,False,False,0.9866509408497401,-1,,0.9866509408497401,0.013349059150259815
S1_base,250,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,257,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,720,1,1,False,False,1.0,-1,,1.0,0.001649792552651931
S1_base,803,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,369,1,1,False,False,1.0,-1,,1.0,0.5065520798494871
S1_base,418,2,2,False,False,1.0,-1,,1.0,0.0
S1_base,887,1,1,False,False,1.0,-1,,1.0,0.15857947965581587
S1_base,1087,1,1,False,False,1.0,-1,,1.0,0.06157994761680522
S1_base,276,4,4,False,False,0.9209282046944425,-1,,0.9209282046944425,0.07907179530555757
S1_base,957,-1,4,True,False,0.0,4,1.5626206398010254,0.0,0.22462928420236228
S1_base,502,1,1,False,False,1.0,-1,,1.0,0.08000478163256436
S1_base,914,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,889,4,4,False,False,1.0,-1,,1.0,0.04127601833654117
S1_base,508,2,2,False,False,1.0,-1,,1.0,0.2485256205335735
S1_base,70,1,1,False,False,1.0,-1,,1.0,0.0
S1_base,397,2,2,False,False,1.0,-1,,1.0,0.27075972904510953
S1_base,1088,2,2,False,False,1.0,-1,,1.0,0.022254931501410568
