p10,median,p90
5048.982,5734.9795,6552.0522
5009.733,5659.757,6467.2754
3668.8745,4164.9697,4784.6235
-386.7422,13.731934,555.4116
4474.1567,5003.075,5566.3857
4230.902,4694.016,5219.477
3947.376,4380.683,4912.1104
4120.4424,4566.968,5077.098
4238.8867,4675.725,5184.037
4091.1426,4585.5923,5118.7266
25.312012,400.99658,923.0415
5745.4326,6357.285,7216.699
5224.379,5772.194,6446.797
4989.573,5542.5264,6199.6157
4761.8945,5261.0396,5922.249
4722.855,5254.1504,5897.7397
3644.2654,4105.3315,4611.185
-177.34912,193.85059,606.1084
4424.423,4914.575,5420.377
4070.3032,4514.9023,5001.2515
3855.2593,4326.077,4858.4688
3672.7646,4157.094,4678.74
4105.976,4622.578,5264.938
4045.58,4647.5215,5411.9443
205.34814,570.7368,1174.2849
6172.4365,7110.3574,8406.131
5419.8193,6251.43,7448.6187
5115.0806,5885.6875,6970.903
4726.085,5504.827,6464.6406
4900.257,5763.8687,6838.0557
