p10,median,p90
5882.8066,6650.487,7528.5093
5827.1694,6652.8945,7562.4043
3556.8455,4233.466,4948.2627
-536.78564,41.249023,702.26
3568.0134,4233.977,4947.7515
3382.4858,4011.8176,4606.941
3308.1602,3891.4585,4518.5947
3541.6719,4165.356,4787.1177
4130.7026,4735.134,5416.6284
4186.281,4875.9087,5591.1816
-41.097168,475.26904,1152.9609
6852.038,7737.6465,8775.459
5551.647,6278.1816,7057.6934
5511.275,6204.334,6948.408
4966.4873,5631.622,6385.7603
5178.689,5873.51,6669.494
3135.687,3725.3445,4365.0283
-33.035156,458.74414,973.7434
3897.5735,4493.4307,5071.1577
3153.7437,3746.9126,4347.3726
3197.0752,3759.6543,4365.6143
3355.812,3958.87,4512.7134
4063.776,4684.113,5377.4956
4103.746,4756.3823,5513.404
-221.00537,187.14844,800.99316
6797.0396,7824.2783,9065.898
5734.7744,6651.9814,7821.438
5515.6396,6383.9453,7448.3457
5179.8887,6065.8037,7096.1025
5517.9785,6550.0684,7754.41
