p10,median,p90
6447.1997,7339.768,8239.83
6333.2183,7264.754,8220.389
3409.3882,4340.3486,5240.136
-1265.2437,-383.75098,535.66504
5115.3403,6002.3564,6889.5713
4565.349,5373.437,6210.0547
4278.3643,5119.54,6010.12
3998.6152,4915.2065,5743.6157
4431.1304,5267.5293,6120.252
4297.1523,5182.3647,6090.5947
-785.3423,-19.121094,799.0503
8048.861,8987.098,10051.5625
7140.1357,8046.657,8974.443
6602.666,7513.4126,8411.907
5331.505,6218.4634,7104.274
6028.1064,6911.942,7880.843
3209.5562,4066.1716,4896.84
-513.46387,241.09473,959.5513
4833.0747,5655.956,6394.0566
4457.0137,5224.887,5959.5513
3940.5566,4744.13,5547.643
3374.347,4178.0747,4973.587
4329.881,5212.419,6116.88
4305.538,5209.515,6178.24
-660.8804,57.54834,925.042
8549.34,9832.498,11281.809
7532.594,8746.006,10222.52
6605.964,7776.6436,9047.315
5907.955,7151.9136,8429.828
6448.2275,7786.5117,9273.091
