p10,median,p90
3391.11,4197.792,4835.9805
2526.8696,3311.4377,3992.7004
588.2947,1051.9491,1685.3333
-697.68677,-299.66162,163.23755
1951.2383,3273.2715,4097.4224
2305.833,3276.153,4010.0571
2239.5486,3046.4731,3757.2222
2587.13,3329.1978,3999.5503
2511.8276,3253.0146,3856.654
805.60986,1365.94,1872.6042
-84.631836,238.15894,709.1013
3931.1394,4923.586,5782.744
3828.371,4758.87,5567.4424
3293.355,4126.555,4904.579
3212.7466,3942.8018,4573.263
2348.9,3169.5127,3850.1602
303.56006,784.01074,1309.8156
-525.8733,-177.64624,180.89453
2994.3953,3934.522,4648.69
2810.1128,3689.1792,4359.1235
2699.3628,3442.5513,4065.7168
2846.6182,3531.7847,4126.3105
2484.4878,3156.2776,3755.572
878.68506,1439.2252,2073.874
-26.713867,258.21265,684.6614
4000.0605,5105.744,6119.0703
3717.3115,4802.585,5900.291
3240.4546,4340.6865,5329.124
3199.1497,4216.589,5124.3037
2435.8667,3358.9426,4196.34
