p10,median,p90
6793.953,8244.131,9673.508
5132.2075,6461.9062,7758.007
2472.387,3667.3965,4969.336
-999.6865,-272.97607,620.2212
3626.0188,5674.524,7001.9966
4423.035,5724.5386,6819.9067
4104.9,5032.197,5917.1577
5050.2446,5763.4883,6428.1123
4839.7373,5675.3804,6390.757
2159.4949,3001.5122,3725.019
-363.1875,104.22754,808.6123
7063.1445,8532.859,9933.783
7218.549,8442.072,9674.953
6163.9976,7144.4585,8177.6997
6146.0938,6994.563,7857.791
4528.1987,5616.4316,6559.297
1443.2126,2137.8916,2903.0208
-721.6177,-290.05273,198.74365
5625.462,6470.545,7295.3115
5110.886,5942.827,6689.716
5001.7583,5561.4805,6136.6616
4629.378,5191.0054,5687.722
4356.191,4987.7603,5610.6606
1838.8701,2508.9365,3300.7412
-80.65869,277.89258,932.46924
7693.5386,9355.633,10993.25
5901.5503,7535.2324,9262.75
5584.121,7204.6113,8849.214
6201.9214,7899.298,9706.205
4991.853,6825.8457,8545.197
