p10,median,p90
6472.4014,8300.745,10473.974
6547.9565,8447.582,10650.598
7839.011,9756.581,12149.124
3189.4817,4506.2065,6307.6387
8163.7783,10086.564,12310.086
6813.3335,8592.092,10755.859
6634.0337,8347.364,10476.566
6713.4873,8390.691,10448.236
7051.6836,8787.203,10932.344
7974.8916,9886.443,12151.322
3409.5796,4906.601,6772.17
8608.02,10437.796,12661.285
7244.37,8992.081,11220.514
6899.455,8639.155,10870.301
6757.7993,8581.307,10700.584
7149.622,8969.802,11093.112
7830.1733,9775.217,11702.051
3493.5835,4826.168,6301.1787
8503.205,10423.096,12512.189
6986.03,8811.92,10820.018
6764.5356,8610.818,10536.219
6856.6797,8696.084,10603.234
7409.662,9220.529,11120.84
8238.09,10161.332,12266.006
3701.4905,5114.711,6624.682
8807.921,10933.331,12937.342
7590.438,9516.964,11492.973
7083.7847,8999.377,10978.468
7035.239,8990.119,10981.002
7508.506,9490.151,11458.609
