p10,median,p90
9719.604,10420.732,11129.55
9772.804,10572.059,11325.714
6945.8643,7663.07,8362.551
-685.1787,104.29883,919.2134
7692.7344,8442.192,9179.921
6915.634,7558.222,8198.95
7134.18,7771.266,8487.543
7326.564,7993.908,8644.683
8162.994,8836.761,9498.523
7878.5757,8617.116,9274.378
-264.5996,486.9204,1181.437
11473.66,12298.215,13179.538
9926.118,10620.252,11337.044
9740.8955,10424.376,11128.489
8842.322,9548.037,10296.788
9082.403,9833.235,10633.92
6607.1226,7371.546,8190.255
-428.90137,316.86475,1043.5317
7545.018,8333.394,9073.038
6520.647,7231.321,7938.915
6427.3125,7160.0376,7897.397
6389.7627,7100.951,7735.908
7486.163,8201.265,8882.514
7214.623,7990.2466,8673.054
-255.9502,428.41992,1115.27
11678.501,12652.431,13763.497
10065.433,10984.731,12020.81
9551.607,10516.096,11526.723
8941.891,9967.269,11041.661
9872.372,11008.629,12297.799
