p10,median,p90
8938.021,10080.958,11138.008
8056.1953,9227.158,10327.975
3237.0195,4476.272,5697.341
-2290.7012,-896.1035,563.69824
8576.888,9760.9,11010.827
8123.12,9239.928,10325.589
7841.759,8913.449,10074.664
7412.5874,8460.785,9611.352
6755.331,7788.857,8898.728
4672.663,5889.223,6999.4346
-633.71484,607.75146,1949.1182
11700.029,13000.715,14188.352
10472.347,11658.015,12816.878
9570.596,10747.085,11867.372
8415.336,9571.048,10854.988
8209.883,9325.008,10494.223
2855.228,3991.474,5201.4414
-1293.0625,-49.921875,1311.9297
8632.328,9737.984,10810.639
8150.1504,9219.358,10209.041
7353.5605,8418.201,9463.476
7257.4434,8352.56,9349.72
6649.764,7768.164,8902.039
4615.379,5767.157,6853.4756
-1092.042,158.53857,1454.0781
11629.122,12969.953,14193.551
10430.066,11765.245,13030.557
9107.7295,10442.3545,11675.257
8670.682,10109.6875,11400.36
7883.794,9672.487,11206.689
