p10,median,p90
4458.985,5348.6294,6266.6855
5227.618,6136.3574,7088.043
806.01294,1628.102,2523.9897
-1238.6953,-365.27588,515.3269
3922.7002,4669.9697,5480.12
3477.3835,4126.941,4820.087
3572.968,4251.674,5041.9766
3312.9736,3998.1335,4671.0737
3726.4456,4367.1353,5094.1904
2515.731,3264.1257,4006.1836
-234.31104,496.89307,1375.9993
7514.3535,8607.893,9771.194
6093.508,6987.7207,7974.1836
5241.318,6050.6357,6945.4785
4385.3125,5175.0444,6082.821
5183.7905,5997.664,6974.165
1116.0889,1758.4441,2467.1748
-555.90186,158.75513,906.0303
4193.141,4904.3335,5545.261
3829.095,4449.9023,5059.798
3411.8562,4069.7651,4737.813
3437.916,4069.6257,4711.9326
3487.9446,4200.8076,4971.731
2362.3906,3046.93,3758.9844
-643.92725,60.521973,860.61475
7343.7783,8469.272,9650.969
6214.1133,7271.078,8518.823
5154.208,6110.3613,7199.994
4624.1694,5608.8887,6702.8057
4786.0806,6014.5283,7361.099
