p10,median,p90
2406.4028,2825.7515,3345.9863
2457.779,2913.5474,3457.5754
528.47534,1002.5454,1550.8888
-775.85986,-257.73853,333.60046
2076.9873,2528.7737,3070.475
1954.0541,2368.77,2908.0576
2098.9702,2523.0872,3091.1375
1948.1288,2357.9497,2918.6382
2058.8723,2483.5623,3039.8037
948.77637,1408.7344,1979.3429
-243.52026,219.36353,863.614
3267.1797,3829.5522,4573.3516
2890.3723,3438.849,4170.4194
2810.727,3383.1377,4121.49
2481.4407,3015.9937,3723.6838
2719.8857,3265.0696,4009.1787
413.41895,874.88074,1434.2036
-548.54785,-59.614258,544.3557
2338.0098,2806.2563,3394.686
2078.703,2531.1985,3139.6733
2172.5608,2631.9082,3252.2715
2034.5764,2508.6553,3116.7637
2057.507,2551.1616,3179.573
850.7567,1336.0695,1989.26
-503.54175,19.354004,680.4529
3281.521,3986.0112,4896.3184
2914.4883,3592.7046,4526.3564
2717.1338,3379.518,4325.047
2613.1802,3297.1406,4294.949
2526.4822,3329.9387,4333.6724
