p10,median,p90
3105.2737,3668.065,4233.7393
3359.4775,3921.5627,4494.13
1252.2006,1826.745,2410.8152
-774.95605,-118.809326,560.364
2655.147,3196.5002,3764.9011
2601.976,3081.2146,3619.9758
2538.5742,3013.5305,3594.9702
2280.3643,2781.243,3341.934
2454.463,2920.1797,3449.2075
2206.2083,2700.265,3240.9111
-314.29712,266.35742,918.4586
4293.0645,4881.4243,5478.981
3835.2373,4385.0034,5009.611
3477.3594,4017.0798,4580.8496
2969.1147,3505.6396,4115.8003
3278.4724,3799.5251,4415.856
1282.4614,1806.1082,2350.0803
-403.5686,175.24414,759.4584
2745.8267,3243.4663,3703.044
2687.7273,3136.1145,3626.212
2458.3848,2932.101,3418.2324
2371.181,2831.0337,3329.4314
2239.6365,2741.9714,3277.3147
2030.118,2536.6233,3054.65
-642.02783,-58.060547,561.177
4349.168,4987.374,5596.581
3882.147,4531.0376,5190.6885
3362.2036,4003.1807,4681.687
3193.8013,3888.3008,4609.0938
3155.048,3965.9167,4754.5605
