timestamp,p10,median,p90
2015-07-02,8060.547,9039.236,10010.086
2015-07-03,8293.226,9291.991,10309.998
2015-07-04,4122.0146,5175.817,6152.165
2015-07-05,-1323.6348,-516.50146,363.00098
2015-07-06,7630.1562,8620.338,9630.81
2015-07-07,6598.3887,7438.4395,8320.371
2015-07-08,6502.7544,7327.674,8200.132
2015-07-09,6927.1475,7775.95,8639.979
2015-07-10,7920.2476,8791.606,9679.492
2015-07-11,5214.4673,6160.087,7061.247
2015-07-12,-210.84277,447.12842,1252.4907
2015-07-13,9870.749,10806.674,11984.408
2015-07-14,8576.499,9587.317,10533.064
2015-07-15,8167.868,9111.077,10034.809
2015-07-16,6800.698,7710.2637,8585.558
2015-07-17,7807.678,8749.622,9738.312
2015-07-18,3224.7632,4239.176,5234.457
2015-07-19,-1466.9258,-653.9995,102.598145
2015-07-20,7395.5317,8362.048,9251.008
2015-07-21,6828.743,7737.5957,8658.793
2015-07-22,6392.8887,7326.327,8248.542
2015-07-23,6596.6743,7505.7783,8360.549
2015-07-24,7887.39,8882.639,9871.256
2015-07-25,5754.8027,6791.078,7791.2183
2015-07-26,-50.180664,657.15625,1463.2905
2015-07-27,10681.021,11932.676,13226.506
2015-07-28,9104.272,10328.526,11543.172
2015-07-29,8449.066,9586.965,10719.649
2015-07-30,7670.709,8773.633,9912.323
2015-07-31,8803.0625,10093.336,11387.755
