timestamp,p10,median,p90
2015-07-02,6079.953,6711.933,7365.691
2015-07-03,5535.2065,6158.394,6829.205
2015-07-04,2751.3945,3280.4756,3881.8003
2015-07-05,-463.91113,87.4707,644.8677
2015-07-06,4736.212,5276.4126,5876.1143
2015-07-07,4574.8237,5032.2056,5532.779
2015-07-08,4066.965,4520.11,5003.463
2015-07-09,4070.235,4548.995,5021.831
2015-07-10,4003.4102,4430.7617,4889.555
2015-07-11,3774.5552,4262.747,4802.6284
2015-07-12,-122.81738,402.56982,959.0088
2015-07-13,8536.268,9363.995,10290.831
2015-07-14,7013.6226,7602.9062,8247.811
2015-07-15,5971.5923,6517.52,7062.2354
2015-07-16,5367.216,5856.0806,6353.922
2015-07-17,5175.8633,5711.451,6275.852
2015-07-18,2793.2708,3315.7996,3825.0566
2015-07-19,-72.64307,440.02686,948.48315
2015-07-20,4932.937,5487.5967,5974.8726
2015-07-21,4466.6377,4960.8696,5459.2344
2015-07-22,3487.8628,4018.6106,4543.1245
2015-07-23,3364.0842,3920.997,4451.342
2015-07-24,3384.1099,4060.0244,4733.3223
2015-07-25,3219.824,4034.6758,4797.3804
2015-07-26,-329.93604,236.18994,947.74365
2015-07-27,8679.892,9904.238,11459.5205
2015-07-28,6871.0103,7898.734,9259.406
2015-07-29,6121.113,7010.551,8152.31
2015-07-30,5559.4424,6456.158,7584.809
2015-07-31,5586.0117,6752.8394,8114.9355
