timestamp,p10,median,p90
2015-07-02,11517.785,12805.927,14131.086
2015-07-03,10025.352,11350.869,12752.278
2015-07-04,5034.839,6341.5264,7672.236
2015-07-05,-1609.3555,-455.3496,719.0625
2015-07-06,9742.684,10946.11,12215.191
2015-07-07,9447.854,10553.014,11658.278
2015-07-08,9124.996,10099.89,11152.571
2015-07-09,9246.509,10271.638,11293.794
2015-07-10,9893.818,10970.281,12119.214
2015-07-11,6170.3213,7293.749,8366.813
2015-07-12,638.27246,1596.4312,2739.044
2015-07-13,13871.065,15250.512,16778.121
2015-07-14,12112.477,13354.494,14637.98
2015-07-15,10370.936,11519.545,12668.16
2015-07-16,9354.233,10407.368,11438.868
2015-07-17,8756.039,9875.683,10941.189
2015-07-18,3467.2964,4656.769,5944.77
2015-07-19,-2282.7031,-1187.127,-178.33984
2015-07-20,9413.363,10682.2295,11890.701
2015-07-21,8626.024,9784.754,10972.186
2015-07-22,8047.529,9183.056,10393.265
2015-07-23,8334.801,9476.276,10577.347
2015-07-24,9099.663,10350.107,11613.676
2015-07-25,6026.453,7619.125,9039.345
2015-07-26,779.5293,1864.0264,3460.3638
2015-07-27,14302.434,16131.84,18190.957
2015-07-28,11803.01,13658.146,15749.909
2015-07-29,11300.202,13079.502,14993.905
2015-07-30,9534.086,11342.202,13218.605
2015-07-31,9560.746,11576.936,13565.253
