timestamp,p10,median,p90
2015-07-02,6188.1387,7244.535,8247.661
2015-07-03,5658.0693,6686.9395,7713.955
2015-07-04,2641.5947,3594.3494,4541.013
2015-07-05,-1175.7612,-484.7041,311.063
2015-07-06,6248.211,7386.437,8507.096
2015-07-07,5639.4307,6703.4746,7794.966
2015-07-08,5102.208,6142.5293,7197.922
2015-07-09,5621.165,6544.1504,7566.9077
2015-07-10,5771.039,6725.326,7693.573
2015-07-11,3371.2524,4358.213,5245.824
2015-07-12,-56.61963,528.8677,1291.1987
2015-07-13,7067.988,8163.968,9427.358
2015-07-14,6683.7744,7746.9365,8872.713
2015-07-15,5960.7637,6963.464,8039.491
2015-07-16,5319.511,6239.764,7240.7163
2015-07-17,5060.764,6094.812,7069.711
2015-07-18,2045.0527,2932.2703,3845.3315
2015-07-19,-1237.9116,-568.7495,117.23535
2015-07-20,6126.564,7180.9473,8234.533
2015-07-21,5759.7344,6851.541,7867.7773
2015-07-22,5355.959,6418.9727,7457.3794
2015-07-23,5496.881,6489.411,7504.7876
2015-07-24,5814.8003,6840.718,7857.592
2015-07-25,3367.079,4491.7783,5507.274
2015-07-26,106.96875,710.56055,1425.9429
2015-07-27,7058.4414,8423.5,9833.059
2015-07-28,6658.9795,7893.189,9283.767
2015-07-29,6006.469,7078.3286,8237.651
2015-07-30,5695.0586,6743.1055,7788.8296
2015-07-31,5514.976,6708.8354,7802.491
