timestamp,p10,median,p90
2015-07-02,4852.982,5695.504,6716.2236
2015-07-03,4894.8833,5695.0757,6715.439
2015-07-04,3947.1438,4722.413,5609.0464
2015-07-05,-779.1255,-280.98535,408.98438
2015-07-06,4720.365,5348.635,6117.951
2015-07-07,4028.21,4558.4062,5174.0654
2015-07-08,3920.891,4429.6665,5017.7417
2015-07-09,4045.1548,4549.104,5087.6084
2015-07-10,4458.136,4954.6514,5488.366
2015-07-11,4178.65,4712.2866,5231.683
2015-07-12,-37.146484,344.71143,817.8257
2015-07-13,5319.455,5912.091,6669.041
2015-07-14,4689.5796,5249.3506,5850.613
2015-07-15,4472.4966,5029.675,5611.4883
2015-07-16,4136.082,4679.605,5281.0117
2015-07-17,4389.587,4945.095,5557.7705
2015-07-18,3347.0244,3891.2202,4415.376
2015-07-19,-916.77637,-508.16504,-156.98682
2015-07-20,4435.771,5007.4126,5583.2295
2015-07-21,3738.2646,4285.9233,4839.96
2015-07-22,3681.4397,4265.647,4901.2134
2015-07-23,3614.745,4232.7876,4901.71
2015-07-24,4507.533,5188.401,6002.6934
2015-07-25,3962.2903,4789.7305,5790.2383
2015-07-26,37.448242,517.0593,1227.1816
2015-07-27,5751.538,6966.834,8458.881
2015-07-28,4928.384,5943.9834,7286.72
2015-07-29,4809.3857,5857.483,7244.4116
2015-07-30,4199.0815,5350.9443,6659.829
2015-07-31,4921.722,6072.465,7531.581
